x,y,z,rx,ry,rz
347.7669309576837,-7.232825532809588,200.0,180,0,0
347.93965224285097,-7.177520684026401,200.0,180,0,0
348.07649217751435,-7.118142458772899,200.0,180,0,0
348.39208522552184,-6.8976724682133295,200.0,180,0,0
348.4923787031525,-6.899455325867251,200.0,180,0,0
348.9008229160782,-6.898669659782472,200.0,180,0,0
349.26195282661376,-6.903879230283084,200.0,180,0,0
349.4936392457825,-6.824520912135122,200.0,180,0,0
349.76231934878797,-6.832746231684232,200.0,180,0,0
350.09239566483194,-6.7991318104262195,200.0,180,0,0
350.3244261046192,-6.831344119902165,200.0,180,0,0
350.56309614234226,-6.871999317996853,200.0,180,0,0
350.72236622132834,-6.868886871584074,200.0,180,0,0
350.85699295667985,-6.86625186840743,200.0,180,0,0
351.26048327269996,-6.875353507820333,200.0,180,0,0
351.49411914203984,-6.898319131836955,200.0,180,0,0
351.67826191173947,-6.945187135586666,200.0,180,0,0
352.05800333773294,-6.93070670528566,200.0,180,0,0
352.4534894406972,-6.9143285892106485,200.0,180,0,0
352.65979860557866,-6.914117063726284,200.0,180,0,0
353.0367763992706,-6.863526211451773,200.0,180,0,0
353.29300295588837,-6.859791275756439,200.0,180,0,0
353.71926743684963,-6.795505659265699,200.0,180,0,0
353.97148041958553,-6.743869266739906,200.0,180,0,0
354.1981556050789,-6.747253674489724,200.0,180,0,0
354.533289024214,-6.52765396020868,200.0,180,0,0
355.10881258416447,-6.466154436526273,200.0,180,0,0
355.57496052215737,-6.4392242205741494,200.0,180,0,0
356.06278175911234,-6.4301769734286545,200.0,180,0,0
356.48850727443795,-6.475401121985597,200.0,180,0,0
356.831621971921,-6.55512809883488,200.0,180,0,0
357.34980876213064,-6.540943804211982,200.0,180,0,0
357.8969391537055,-6.549314169807514,200.0,180,0,0
358.5296160057336,-6.5392878618486785,200.0,180,0,0
359.0105797650275,-6.419195778997549,200.0,180,0,0
359.64199520812133,-6.28534245249225,200.0,180,0,0
360.03929315300945,-6.245744881819379,200.0,180,0,0
360.3906070085654,-6.132766098828134,200.0,180,0,0
360.9181511595968,-6.051776012657938,200.0,180,0,0
361.5589468982202,-5.9344216739330005,200.0,180,0,0
361.9307643826355,-5.8852873257079645,200.0,180,0,0
362.35971222442055,-5.842069647459843,200.0,180,0,0
362.7592119012668,-5.820143520109236,200.0,180,0,0
363.04208858846005,-5.819406202706597,200.0,180,0,0
